,SalesID,Predcition_of_salePrerice
1903,4512922,29260.841198221715
1904,4512930,55702.16762114165
1905,4512931,67010.37007856909
1906,4512932,28892.48947695823
1907,4512934,46568.00871922195
1908,4512936,57028.39770920943
1909,4512937,53120.90281976794
1910,4599064,24253.507314784885
1911,4599077,28710.26943735056
1912,4599093,48795.75599881714
1913,4599098,40659.23773406891
1914,4599118,49642.41769233163
1915,4599121,65824.99619671049
1916,4599131,19941.043669930867
1917,4599152,11299.581068883072
1918,4599161,15172.795965192749
1919,4599162,8565.77219119997
1920,4599167,11943.428877086964
1921,4599226,24353.318843311197
1922,4599241,50924.701562006245
1923,4599251,28740.4195894611
1924,4599295,31561.717023699817
1925,4599296,50148.8875664132
1926,4599297,38777.58227872489
1927,4599311,12460.24077229026
1928,4599334,30194.464798605135
1929,4599344,26794.847134725023
1930,4599358,15378.110524891774
1931,4599361,15470.560601606
1932,4599363,26514.920444050476
1933,4599398,37480.34286519016
1934,4599400,22850.539017844905
1935,4599433,14600.24802529905
1936,4599447,17790.865010398098
1937,4599464,24512.860524891774
1938,4599480,23031.95302583843
1939,4599529,59795.53486055961
1940,4599578,15732.743609713318
1941,4599603,19313.324160017037
1942,4599606,22056.63710354333
1943,4599610,31243.904377049097
1944,4599612,30154.366193520626
1945,4599616,27677.26469436996
1946,4599617,28350.079147626016
1947,4599619,34246.748705843514
1948,4599621,27995.977314191223
1949,4599626,38393.89058707461
1950,4599669,26133.494540321655
1951,4599670,26670.74558697237
1952,4599678,18702.582902552345
1953,4599711,26149.186057085397
1954,4599782,26139.268448108905
1955,4599845,69291.82112134511
1956,4599857,46924.31421124643
1957,4599861,58341.31538739898
1958,4640299,16839.170397056783
1959,4640302,48260.31335929508
1960,4640304,26341.522769751533
1961,4640305,30383.952946348447
1962,4640306,48585.412926437595
1963,4640308,9719.311722172304
1964,4640310,57528.627158982235
1965,4640311,21535.16430776396
1966,4640312,16839.170397056783
1967,4640313,23886.92078271969
1968,4640314,22932.148326009738
1969,4640317,36357.64586027793
1970,4640318,25674.819983336234
1971,4640319,31288.51845311197
1972,4640320,38228.12884054743
1973,4640323,32885.273556039916
1974,4640324,32838.398556039916
1975,4640325,30305.968253189745
1976,4640328,23294.049844623943
1977,4640329,25372.2646940702
1978,4640333,12847.960015678766
1979,4640334,34481.816660077115
1980,4640335,27907.572692488116
1981,4640338,33282.06080226976
1982,4640339,23460.83680936259
1983,4640341,27887.228014036402
1984,4640342,25973.86055856679
1985,4640344,25174.246892165447
1986,4640345,25041.58241848124
1987,4640346,20707.691341515598
1988,4640347,39198.27518573388
1989,4640348,25877.250409087388
1990,4640349,29549.853713014047
1991,4640350,25511.728685884555
1992,4640351,15196.033057768258
1993,4640352,17988.245252383567
1994,4640353,24919.842783886786
1995,4640354,32626.673609376732
1996,4640355,31009.473289042035
1997,4640356,36607.58657212884
1998,4640358,25545.774604947645
1999,4640359,21869.21737747276
2000,4640364,13588.226047011554
2001,4640365,31073.522672643478
2002,4640366,33793.77953039859
2003,4640367,36139.520661630035
2004,4640368,19140.995087879954
2005,4640369,25921.563642118716
2006,4640370,16897.59277045843
2007,4640379,77740.46546418838
2008,4640382,54307.003688373115
2009,4640386,21828.025367563296
2010,4640388,33355.361031136476
2011,4640390,72328.03359509168
2012,4640393,53898.5158304243
2013,4640394,65321.15795560647
2014,4640398,27785.013497416316
2015,4640399,32459.29685474055
2016,4640400,67294.02612746872
2017,4640401,28632.62111676621
2018,4640409,48710.10378919961
2019,4640410,48710.10378919961
2020,4640411,62906.37800947305
2021,4640412,52136.02396774407
2022,4640413,12496.235911043554
2023,4640414,31475.117224702488
2024,4640415,15670.375615129198
2025,4640416,15934.842398345983
2026,4640417,14196.92538425627
2027,4640418,15854.776612888745
2028,4640419,15395.827402377035
2029,4640422,16715.993295609263
2030,4640423,15743.310407090781
2031,4640430,23300.010298949208
2032,4640432,14297.37760725173
2033,4640433,14962.63939256786
2034,4640434,33403.00235368348
2035,4640436,22727.7720734127
2036,4640438,57996.635222536475
2037,4640440,37517.1993874611
2038,4640442,37597.270967333956
2039,4640443,14388.809902886522
2040,4640444,25652.90594599007
2041,4640446,28567.170924459533
2042,4640447,28547.455040927853
2043,4640448,28034.93919024946
2044,4640452,49331.5463851916
2045,4640454,36691.56475590514
2046,4640455,35997.10008862797
2047,4640456,52971.09088855761
2048,4640457,39533.82516032396
2049,4640459,24061.443598713882
2050,4640511,34477.01325278655
2051,4640512,55887.16588539884
2052,4640529,36622.70402795145
2053,4640532,69103.67899257605
2054,4640534,23592.30498480063
2055,4640535,30304.774812337222
2056,4640536,55640.531377323656
2057,4640537,60464.8612789107
2058,4640538,42285.88864701045
2059,4640539,47714.473281008206
2060,4640540,45945.999790650516
2061,4640541,60289.12598479305
2062,4640545,31302.015919638845
2063,4640546,26649.209679182833
2064,4640547,52613.423079167565
2065,4640549,46811.3214466235
2066,4640551,62258.18830818734
2067,4640552,16851.676979732936
2068,4640553,22010.499391312136
2069,4640554,35611.39742379439
2070,4640555,26763.14328518274
2071,4640556,46119.62695035765
2072,4640557,33790.46740759614
2073,4640558,38886.21189998512
2074,4640559,65044.652682693115
2075,4640566,31225.026355090646
2076,4640570,24571.618867104255
2077,4640572,21127.246506277956
2078,4640573,26003.698987262942
2079,4640574,20491.435556150296
2080,4640575,22427.619387717983
2081,4640577,11021.630696607801
2082,4640578,11365.83876358775
2083,4640580,13705.69834300117
2084,4640581,9561.749939479381
2085,4640582,9594.375034972125
2086,4640583,9572.583272812717
2087,4640584,9841.864937312646
2088,4640585,13157.640934703097
2089,4640586,14359.29980014718
2090,4640590,25975.58955620189
2091,4640592,25750.83384125334
2092,4640593,25598.312919407726
2093,4640594,15717.805522695471
2094,4640611,9747.983492110961
2095,4640612,9441.164408416877
2096,4640622,21459.69861108179
2097,4640624,64452.56425763779
2098,4640630,37443.49688505939
2099,4640631,42496.92722605346
2100,4640632,43352.75963672942
2101,4640633,29077.609030112886
2102,4640644,14826.216737854043
2103,4640710,11673.375202207924
2104,4644290,29577.14418618577
2105,4644325,13007.613858898247
2106,4644359,27582.161345963978
2107,4644373,23833.101908050427
2108,4644376,25616.57421911192
2109,4644377,35781.20839577449
2110,4644396,16559.693622650848
2111,4644432,17149.754948182195
2112,4644436,32622.620991946646
2113,4644437,32460.10937774385
2114,4940196,44463.956463320814
2115,4940197,39676.2167083164
2116,4940198,56985.21300428372
2117,4940199,31843.55059467965
2118,4940200,10176.66114760068
2119,4940201,10428.572980743189
2120,4940203,15020.646594323402
2121,4940204,14994.008638196281
2122,4940205,21779.05053150646
2123,4940208,16966.42589691755
2124,4940209,22422.39228664134
2125,4940210,24941.65591603174
2126,4940213,28019.93353497315
2127,4940214,36574.26693385
2128,4940216,31073.482737453036
2129,4940218,30986.00569422053
2130,4940219,22770.1126797588
2131,4940220,21593.404609868165
2132,4940221,34224.46700786242
2133,4940222,26511.500611600302
2134,4940227,41015.05580239129
2135,4940228,34204.59443785489
2136,4940229,19797.9368876093
2137,4940230,33129.405898373734
2138,4940231,31898.450151488483
2139,4940240,34645.62741847921
2140,4940241,37798.42451142446
2141,4940242,33762.27817375263
2142,4940244,20704.254580746692
2143,4940246,39355.37836255377
2144,4940249,38135.25401805619
2145,4940254,38750.34674580557
2146,4940260,25577.423067514705
2147,4940261,31049.52621156205
2148,4940262,32357.194154878707
2149,4940263,24643.88857490226
2150,4940264,25776.89227979851
2151,4940265,26851.115214582493
2152,4940266,35429.62184255553
2153,4940267,18272.99155356896
2154,4940268,18157.048410272197
2155,4940269,11959.042307124206
2156,4940270,39300.774163755494
2157,4940274,16866.759103823788
2158,4940275,28639.942104625254
2159,4940276,28469.488029847726
2160,4940277,24593.650135323573
2161,4940278,14055.504325986618
2162,4940280,13002.40581803817
2163,4940282,30060.43964498535
2164,4940283,23831.44338331405
2165,4940284,24260.511961689335
2166,4940285,24687.731990488795
2167,4940294,36356.20585317459
2168,4940296,26559.742182508973
2169,4940297,39314.54831791016
2170,4940298,44663.6637541282
2171,4940300,10247.869950053386
2172,4940303,27198.327208368002
2173,4940304,26675.516629823418
2174,4940305,27198.327208368002
2175,4940306,24020.902368192343
2176,4940310,31780.750331990846
2177,4940311,20070.648398797966
2178,4940313,20404.094426664662
2179,4940316,11878.00005444248
2180,4940319,15498.170695193598
2181,4940320,18531.77641871279
2182,4940323,25970.11269029276
2183,4940324,23405.017049020422
2184,4940326,12781.399314945798
2185,4940327,24856.07840150184
2186,4940328,17172.02385247444
2187,4940329,32003.433640495823
2188,4940330,30015.076100908813
2189,4940332,21672.757707139004
2190,4940333,26088.880511438376
2191,4940334,26049.039241597107
2192,4940335,30786.071203918633
2193,4940337,60448.90565096882
2194,4940338,53501.467623522665
2195,4940340,47958.798495026
2196,4940349,37983.55293387598
2197,4940350,27019.272057141836
2198,4940351,55011.589656140655
2199,4940352,58844.526188961696
2200,4940354,27291.745093361602
2201,4940355,26775.7763351933
2202,4940356,54437.841038907456
2203,4940358,37726.245812611305
2204,4940360,13180.38739063439
2205,4940363,12633.594105337816
2206,4940364,61955.35817780216
2207,4940367,24448.22476635141
2208,4940368,11862.152699456974
2209,4940369,12949.624145564401
2210,4940370,12689.137063250646
2211,4940371,63286.19128118966
2212,4940372,13535.424482831406
2213,4940376,34711.68550033343
2214,4940378,17082.0172041817
2215,4940380,14128.389545193011
2216,4940382,26093.73640540746
2217,4940383,46589.65251539289
2218,4940384,21537.701473900197
2219,4940385,41422.46154204842
2220,4940386,44135.891216069234
2221,4940388,34492.58624115822
2222,4940389,39923.30502830503
2223,4940390,54923.65661237385
2224,4940391,47478.33076469096
2225,4940392,9521.968118514944
2226,4940396,36789.36530130881
2227,4940397,15951.40442249874
2228,4940398,28386.545924459533
2229,4940399,28841.9075778238
2230,4940400,27442.747536539286
2231,4940401,27580.023169706652
2232,4940405,29628.07981770477
2233,4940408,27701.400644342175
2234,4940409,42672.34615179683
2235,4940410,45516.29183275874
2236,4940411,40310.316276523285
2237,4940412,21985.36130831224
2238,4940425,15097.36376771635
2239,4940426,19979.8641655687
2240,4940518,15941.82446855475
2241,4940534,39308.49480008129
2242,4940535,35913.86226013371
2243,4940536,35020.51351673178
2244,4940537,58458.11712534035
2245,4940550,33832.524430509584
2246,4940551,29940.021330444364
2247,4940571,22957.844756711733
2248,4940572,48380.705321248795
2249,4940579,32046.39512237194
2250,4940580,43075.712895205936
2251,4940581,48295.23929195804
2252,4940582,49219.5226812661
2253,4940583,34622.82350330484
2254,4940584,53699.191510244134
2255,4940587,31961.33894966216
2256,4940588,32125.82888374768
2257,4940589,31747.31867193264
2258,4940591,23899.34283486869
2259,4940594,9468.8613139935
2260,4940595,21626.773513203127
2261,4940597,37095.58915400368
2262,4940598,65883.74524025811
2263,4940599,64181.449327837196
2264,4940600,65352.099941112814
2265,4940601,67359.02156231926
2266,4940602,27401.380102418225
2267,4940603,34247.34786553474
2268,4940604,25260.319180714592
2269,4940605,20755.938129660375
2270,4940606,32250.690249694744
2271,4940607,14475.88542149883
2272,4940608,14547.677809666216
2273,4940609,37733.55883322221
2274,4940610,70734.41441784587
2275,4940611,64415.70146686324
2276,4940612,59086.723986797515
2277,4940613,62055.6216124347
2278,4940614,72116.49731546405
2279,4940615,71987.15236354098
2280,4940616,71276.34988054528
2281,4940617,69485.12038950578
2282,4940618,70200.9059471499
2283,4940619,72310.05450507099
2284,4940620,74934.84509156458
2285,4940621,69252.69166143562
2286,4940622,74479.84509156458
2287,4940623,68588.40989634722
2288,4940624,73326.37111354098
2289,4940625,75737.34909797483
2290,4940627,25621.573007852996
2291,4940628,64902.93385756186
2292,4940629,58486.34201489113
2293,4940630,16093.127680334146
2294,4940633,50101.85098076158
2295,4940639,28523.044198291096
2296,4940648,31971.839617533307
2297,4940649,53062.70305764927
2298,4940664,9253.311173344677
2299,4940665,10023.24493753688
2300,4940666,10326.37966739036
2301,4940667,11190.255331926532
2302,4940668,11414.296115795438
2303,4940669,12317.39589520312
2304,4940670,12334.196330695991
2305,4940671,12483.549705486721
2306,4940677,25689.16972179008
2307,4940678,27694.54828126165
2308,4940692,8841.86857618001
2309,4940693,8594.693664329307
2310,4940694,32666.177556451265
2311,4940697,40652.813200140496
2312,4940710,44492.98240624948
2313,4940714,21436.78194441512
2314,4940728,25953.86044857033
2315,4940729,25955.02633787529
2316,4940730,26549.35326825485
2317,4940731,46682.71105201381
2318,4940732,38130.05465434548
2319,4940733,27764.87262923143
2320,4940734,42545.0910529599
2321,4940735,26848.97247984428
2322,4940737,30325.470763917467
2323,4940738,72665.17981317251
2324,4940893,11516.440552427879
2325,4940916,9352.68787129086
2326,4940917,10856.315103456966
2327,4940918,10856.315103456966
2328,4940919,13169.44598637657
2329,4940920,12243.150475783359
2330,4940964,27535.6155114018
2331,6074115,48346.67269356862
2332,6074121,50133.62068358199
2333,6074135,18737.07192272947
2334,6074140,14089.633362316215
2335,6074143,24074.7221363896
2336,6074144,27183.181904151243
2337,6074151,29934.464798605135
2338,6074153,32526.81256343335
2339,6074156,13251.462473073134
2340,6074184,64894.221687368365
2341,6074202,34602.01155924388
2342,6074230,31185.385454822954
2343,6074254,18856.216708070475
2344,6074259,52191.02768194979
2345,6074261,25049.413056022553
2346,6074270,25431.773935680158
2347,6074278,32218.198236071905
2348,6074283,44672.62024989535
2349,6074284,36314.38645500678
2350,6074291,17052.671866532157
2351,6074297,49904.825414899424
2352,6074298,26678.55877313047
2353,6074299,22640.546284770146
2354,6074301,22629.975659795295
2355,6074311,17147.503455943777
2356,6074320,19941.366037782736
2357,6074321,19908.393304942634
2358,6074325,15581.31418234543
2359,6074334,17764.02934606243
2360,6074342,17779.409286254682
2361,6074369,16672.98497495152
2362,6074376,27168.79736570333
2363,6074377,28238.374450777123
2364,6074378,24139.692324015858
2365,6074380,29929.473016019074
2366,6074381,30387.831541845673
2367,6074384,25316.379696455937
2368,6074391,57618.23025286277
2369,6074433,48588.910521624915
2370,6074434,43089.16581917394
2371,6074442,21557.35845766506
2372,6074460,27420.99362647156
2373,6074464,39205.72408888224
2374,6074480,62344.15757352112
2375,6074507,31124.911285072863
2376,6074532,17274.609320718842
2377,6074550,21515.77167458473
2378,6074554,51944.69441688772
2379,6074582,20602.702568544286
2380,6074584,21449.125068945505
2381,6074587,25496.741710291342
2382,6074589,25227.045083388835
2383,6074591,34271.84657233032
2384,6074592,41022.0267147601
2385,6074594,43328.29356359156
2386,6074595,50398.66963601629
2387,6074597,59286.93929647251
2388,6074652,25523.785685205894
2389,6074653,33863.80923590656
2390,6074660,23200.58690413853
2391,6074680,24400.23278682818
2392,6074683,28499.10274688332
2393,6074688,46950.2065617561
2394,6074705,44361.66088539299
2395,6074717,15228.23964735189
2396,6074721,26758.60011338365
2397,6074772,23565.810754052505
2398,6074784,61547.12372037595
2399,6074790,64989.30195306435
2400,6074808,27373.624730747404
2401,6074809,57206.08846675415
2402,6074903,41432.89729104004
2403,6074908,22198.72744260491
2404,6074923,60747.07488775208
2405,6074925,49543.49537706445
2406,6074935,63854.692112594654
2407,6074938,59030.428894505894
2408,6074944,52757.33986590894
2409,6074945,53336.571191163755
2410,6074947,22628.01196033223
2411,6074950,32106.967638685903
2412,6074952,24907.33216308288
2413,6074953,29755.060046557523
2414,6074968,19920.97302030167
2415,6074969,23902.46141951444
2416,6074981,31306.644697456184
2417,6074990,26468.30262974675
2418,6074991,34995.47540016957
2419,6074993,33548.25421901369
2420,6074994,27635.958786888845
2421,6075006,20969.631547735124
2422,6075007,20246.820961922065
2423,6075019,7859.411798067127
2424,6075031,8439.481127129879
2425,6075042,14420.765852385919
2426,6075048,9979.169196247081
2427,6075058,20825.47139912891
2428,6075100,27480.760262148106
2429,6075105,11158.169020770361
2430,6075118,9805.422328563674
2431,6075174,21909.9919624432
2432,6075175,26251.984052185773
2433,6075176,70678.44616369504
2434,6075188,60206.54188584109
2435,6075198,75721.99862838721
2436,6075288,20593.013078539392
2437,6075289,20773.107138658124
2438,6075290,22745.29684416246
2439,6075293,22161.893519116333
2440,6075294,25495.709316826964
2441,6075296,26303.972091633856
2442,6075297,14841.909122493473
2443,6075299,26039.330424069398
2444,6075310,32409.05534895624
2445,6075337,26121.146830723457
2446,6251866,20106.47324364475
2447,6251926,29226.931328757353
2448,6251932,14484.285692560366
2449,6251997,12454.417871645037
2450,6252015,25421.25618953765
2451,6252018,22902.553870063544
2452,6252025,35494.439215207305
2453,6252027,19826.766954433595
2454,6252039,25381.009300167345
2455,6252149,37373.18216830575
2456,6252161,27893.690673053563
2457,6252186,8316.192252788274
2458,6252203,22531.007525917063
2459,6252207,22126.635773123697
2460,6252221,22020.6190902391
2461,6254472,21088.467945385062
2462,6254481,22312.541427630375
2463,6254485,11846.853601624982
2464,6254491,9155.355217751496
2465,6254492,10809.64793252357
2466,6254498,7930.977635416287
2467,6254500,9201.426549749025
2468,6254513,13927.83957538158
2469,6254514,13927.83957538158
2470,6254520,12418.761625793824
2471,6254523,12587.780988007094
2472,6254537,14292.338048160416
2473,6254568,11657.205627170068
2474,6254574,11472.772798764818
2475,6254579,11992.52226784149
2476,6254583,12750.541580400279
2477,6254590,12984.435449688885
2478,6254592,12754.108380924317
2479,6254594,12383.640564749261
2480,6254596,12168.579213454357
2481,6254598,12090.558470308617
2482,6254613,10603.88050064013
2483,6254617,12290.594301851177
2484,6254628,11181.867615680356
2485,6254630,10790.386111444353
2486,6254639,12783.555591243236
2487,6254647,12982.443188207993
2488,6254658,11969.152473345053
2489,6256234,17160.70998355603
2490,6256236,12389.636887881325
2491,6256243,22977.705997766505
2492,6256252,10801.213303489512
2493,6256253,32130.067326850985
2494,6256285,19948.345200864853
2495,6256292,13107.233226098917
2496,6256302,19472.9232686463
2497,6256332,14986.845381013965
2498,6256333,14600.73484985409
2499,6256334,14742.978100024973
2500,6256339,23337.564839662544
2501,6256348,33968.28254146477
2502,6256372,16165.38030637663
2503,6256380,14377.688526296479
2504,6256475,31568.885436336404
2505,6256478,28158.698474963683
2506,6256490,24654.075391271916
2507,6256491,17316.0677734111
2508,6256510,25589.447597944065
2509,6256516,21307.854137926304
2510,6256528,15175.301975716062
2511,6256531,13757.427062638944
2512,6256554,20197.35890382795
2513,6256558,22691.583566473117
2514,6256559,22231.780632479007
2515,6256607,14119.830848803762
2516,6256609,16000.491219360705
2517,6256629,13672.866401131982
2518,6256633,13334.217595535127
2519,6256634,13140.027073008692
2520,6256654,12808.600950147933
2521,6256657,15827.154843458056
2522,6256691,16633.30562959143
2523,6256693,19014.02214924201
2524,6256694,26869.932244559273
2525,6256701,17534.662980734865
2526,6256749,13628.703592247175
2527,6256761,41655.55106433599
2528,6256763,42129.06515747325
2529,6256765,42466.00920697519
2530,6256767,46399.08992988221
2531,6256770,47395.27399952129
2532,6256771,47395.27399952129
2533,6256772,47395.27399952129
2534,6256774,17642.75867183266
2535,6256776,52320.2713695618
2536,6256777,55655.08809858443
2537,6256782,53820.40878080468
2538,6256786,53701.097883368784
2539,6256787,53820.40878080468
2540,6256788,54505.54349902763
2541,6256793,53517.74587434195
2542,6256803,51677.157295770114
2543,6256808,31148.771020093187
2544,6256815,34620.20380387157
2545,6256819,40789.624391990874
2546,6256821,41049.0269001187
2547,6256825,45384.83126834036
2548,6256827,38689.28758102278
2549,6256837,29610.970442417216
2550,6256840,38337.979242442285
2551,6256843,40924.28233725882
2552,6256844,41631.813949402
2553,6256847,51418.43623010332
2554,6256864,20662.009937820403
2555,6256964,28027.344182649133
2556,6256965,25762.42070155721
2557,6256966,25386.274796897083
2558,6256967,26722.705753004946
2559,6256969,29923.987343307926
2560,6256970,29381.67581160749
2561,6256971,23958.10402867364
2562,6256977,23537.613125516265
2563,6256978,23281.05935879008
2564,6256979,25861.65658899279
2565,6256984,26389.588505438056
2566,6256995,29579.139923855382
2567,6256999,27583.86134408911
2568,6257009,33877.2101316518
2569,6257010,28894.108176967296
2570,6257013,28414.538359658247
2571,6257016,26680.410739267838
2572,6257022,38406.596009554596
2573,6257031,37659.653400086114
2574,6257034,37738.395503570864
2575,6257037,46375.34273465397
2576,6257040,58242.32987670439
2577,6257041,56072.46915571715
2578,6257042,49995.44131022701
2579,6257055,29267.320361153485
2580,6257064,50373.03020255558
2581,6257065,41543.72205161968
2582,6257067,43221.91908801026
2583,6257069,55481.80053842785
2584,6257074,44111.28921601825
2585,6257077,43013.66820861886
2586,6257078,42651.95799073217
2587,6257082,49074.360153137095
2588,6257083,50790.41784544479
2589,6257087,67911.94504827601
2590,6257090,49737.05876268499
2591,6257092,52044.81579286726
2592,6257094,64804.34883144461
2593,6257095,65380.40727181637
2594,6257096,65664.93662906365
2595,6257097,56544.04767043456
2596,6257103,50743.71242305297
2597,6257105,53355.59517704302
2598,6257106,52482.84517704302
2599,6257107,52336.272733651786
2600,6257111,52288.94042280604
2601,6257117,56811.97976559044
2602,6257125,64311.677242895996
2603,6257141,23710.83444983398
2604,6257258,22802.822232914143
2605,6257263,16983.265150761046
2606,6257276,35760.70137040209
2607,6257288,19244.4229887778
2608,6257290,15554.957265299261
2609,6257296,53460.434580952664
2610,6257299,57810.17660592332
2611,6257316,51244.87531521627
2612,6257317,63646.05408056539
2613,6257319,57017.444708550625
2614,6257321,49013.24426938301
2615,6257322,50807.06014498488
2616,6257335,38917.42782704624
2617,6257408,14169.175044048077
2618,6257410,17071.362761333807
2619,6257414,13176.46116867416
2620,6257423,13789.594124974396
2621,6257451,14259.084580676968
2622,6257452,15792.053747969865
2623,6257454,15735.39582292707
2624,6257460,17587.825287188603
2625,6257461,17427.882922773766
2626,6257474,13724.66161579648
2627,6257475,14468.21437960611
2628,6257477,15799.259105216533
2629,6257479,14815.39556618562
2630,6257481,13072.129104634718
2631,6257488,16298.830127535719
2632,6257494,14195.525868228991
2633,6257496,15087.843739593736
2634,6257504,12223.012640287987
2635,6257508,14253.145637805175
2636,6257509,18342.393869113977
2637,6257515,9968.481230027282
2638,6257527,9906.754179133775
2639,6257528,10544.741802489494
2640,6257533,11020.82598809291
2641,6257536,13575.75058740601
2642,6257537,8701.254122202376
2643,6257538,10190.16763049757
2644,6257540,10481.626751011718
2645,6257541,11625.455076034214
2646,6257554,11969.576823025403
2647,6257556,10899.15966045119
2648,6257561,9543.778476543666
2649,6257572,14046.92845465615
2650,6257573,14319.9098162598
2651,6257574,13594.628326271466
2652,6257577,12604.878895249056
2653,6257582,11922.179723419857
2654,6257583,14097.299723807751
2655,6257587,13378.727845576339
2656,6257594,9445.587386302113
2657,6257598,13337.417885543304
2658,6257602,10513.951350771958
2659,6257613,14684.075818456138
2660,6257614,14694.479896833898
2661,6257618,14097.299723807751
2662,6257622,14108.671491113488
2663,6257625,12693.9795419475
2664,6257634,14679.314538585339
2665,6257638,12708.407659153336
2666,6257649,11846.475459208188
2667,6257652,10680.795346954563
2668,6257667,10313.359964994157
2669,6257676,16072.325963006366
2670,6257678,15099.627609867885
2671,6257679,10344.359994172493
2672,6257686,13915.760881749511
2673,6257698,14725.467912125376
2674,6257703,11670.480307392556
2675,6257704,11607.170223433042
2676,6257708,14226.041267664765
2677,6257709,14143.211193149906
2678,6257710,14147.420062679501
2679,6257711,13969.875171334195
2680,6257722,11964.596266592784
2681,6257725,15099.627609867885
2682,6257731,13372.412643363688
2683,6257733,14534.7105849155
2684,6257743,13389.601629380664
2685,6257748,15433.526431112337
2686,6257752,15959.437423968042
2687,6257753,14007.115928931864
2688,6257819,15699.418558472466
2689,6257821,15004.001082049374
2690,6257822,17184.872694097456
2691,6257825,14202.050469307262
2692,6257828,27488.382242059197
2693,6257831,21510.532532587116
2694,6257838,17468.114489580614
2695,6257839,23092.92394474864
2696,6257840,23964.427115989765
2697,6257853,28882.00057472656
2698,6257855,27898.092778863887
2699,6257857,29924.006777690673
2700,6257898,28086.71664048988
2701,6257906,22832.84707426675
2702,6257907,23114.51936099059
2703,6257912,35429.5826034313
2704,6257913,36508.84762076374
2705,6257917,30956.864086084788
2706,6257926,35214.237455319606
2707,6257936,35274.14662060776
2708,6257942,25359.19202570656
2709,6257948,17876.33485094076
2710,6257954,38065.74449399284
2711,6257967,28344.636649291253
2712,6257979,40129.9707369836
2713,6257986,43711.05372862145
2714,6257992,39706.58117481648
2715,6257993,39706.58117481648
2716,6257994,39706.58117481648
2717,6257996,47441.53424823801
2718,6257997,49558.09124467938
2719,6258011,43592.37507489501
2720,6258015,44515.41574949818
2721,6258026,48268.64379589708
2722,6258044,45314.30609520143
2723,6258061,40545.55176305177
2724,6258063,51762.40785820217
2725,6258064,49765.69898357147
2726,6258067,31782.86770845842
2727,6258070,34640.0751558061
2728,6258076,19843.403487534983
2729,6258090,17730.28157603005
2730,6258095,14661.959749010512
2731,6258097,13853.976231461318
2732,6258099,13274.988208493432
2733,6258110,13729.991379664367
2734,6258113,15631.353630416712
2735,6258116,13792.271709724238
2736,6258118,16410.358247208515
2737,6258120,16612.56696020483
2738,6258125,16152.60965496492
2739,6258127,16020.311827639289
2740,6258128,18796.61920660016
2741,6258133,15144.286708425134
2742,6258136,16126.760472284854
2743,6258163,14695.040655476705
2744,6258168,17818.224336166688
2745,6258174,20228.85555212761
2746,6258177,17265.434582386584
2747,6258178,16492.174393798516
2748,6258180,18131.93398454933
2749,6258182,18424.405449554673
2750,6258187,19579.872333792773
2751,6258200,19208.866744535306
2752,6258201,18918.491841541334
2753,6258214,19704.221513836368
2754,6258219,23275.029223904323
2755,6258224,19804.353014042237
2756,6258226,17744.07064934227
2757,6258229,18872.662933205615
2758,6258232,21699.381022068857
2759,6258234,23420.300593996086
2760,6258237,22020.312360719905
2761,6258249,23538.872511362457
2762,6258250,26360.815667424362
2763,6258252,22108.089456812217
2764,6258255,19998.272030117718
2765,6258269,22701.2198570413
2766,6258270,24284.93856447775
2767,6258272,22928.469472017605
2768,6258273,22826.368330326215
2769,6258274,19005.23115129279
2770,6258277,22178.464500309616
2771,6258279,21861.083493805785
2772,6258285,22091.89965826928
2773,6258289,15513.467790347338
2774,6258291,16627.535892985583
2775,6258305,17767.684499211442
2776,6258310,17371.82230001811
2777,6258312,23001.717271255322
2778,6258313,21860.33175162611
2779,6258315,22802.23810458865
2780,6258317,22308.851512904504
2781,6258318,21531.726560872667
2782,6258319,23118.727180969894
2783,6258321,22687.733321259795
2784,6258322,22572.454359296087
2785,6258326,19506.810108627164
2786,6258327,22462.67599167707
2787,6258330,23314.55257923154
2788,6258334,20980.117335974814
2789,6258336,23236.21277037077
2790,6258338,25973.939124691933
2791,6258364,26161.54505793566
2792,6258365,27175.772231931252
2793,6258366,15666.117631492874
2794,6258368,15887.589432239372
2795,6258370,15666.117631492874
2796,6258376,17908.05674044023
2797,6258385,19907.453233336797
2798,6258386,17686.53157603005
2799,6258388,20938.24840306406
2800,6258389,19222.585907826375
2801,6258393,20054.084419177838
2802,6258412,21859.060848465262
2803,6258420,22780.42237052179
2804,6258425,17008.559150719855
2805,6258429,24681.139676900777
2806,6258444,23278.14725349816
2807,6258449,21309.43837960286
2808,6258451,25106.51724789681
2809,6258471,22687.557589875578
2810,6258478,22201.452163138572
2811,6258479,24496.1168604661
2812,6258487,22360.351460935075
2813,6258495,28341.279875078384
2814,6258496,33799.522602483514
2815,6258500,36328.14213956193
2816,6258503,43027.030962630575
2817,6258504,43027.030962630575
2818,6258506,21377.779502079535
2819,6258508,22913.625544833085
2820,6258517,24957.232793389667
2821,6258523,25406.9492763167
2822,6258528,25493.594837390476
2823,6258531,22876.3039535116
2824,6258533,20906.963743395296
2825,6258539,24576.193400248325
2826,6258541,25166.473024627216
2827,6258542,23801.4762657522
2828,6258545,23404.762278111655
2829,6258564,23385.749908299586
2830,6258565,23542.89276544244
2831,6258566,26209.027072965917
2832,6258567,23946.36011508626
2833,6258568,23385.749908299586
2834,6258569,24215.506126570366
